Brand,Model,Year,Milage,Transmission,Location,Color,Fuel,Price,Post Date
Daewoo || ﻮﻳﺍﺩ,Lanos || ﺱﻮﻧﻻ,1999,300000,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﻴﻓﻮﻨﻤﻟﺍ,ﺮﻀﺧﺃ,ﻦﻳﺰﻨﺑ,250000,2025-03-31
Isuzu || ﻭﺯﻮﺴﻳﺍ,D max || ﺲﻛﺎﻣ ﻯﺩ,2023,40416,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻴﺑﺮﻐﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,1850000,2025-03-31
Opel || ﻞﺑﻭﺍ,Insignia || ﺎﻴﻨﺠﻴﺴﻧﺃ,2014,250000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,680000,2025-03-31
Opel || ﻞﺑﻭﺍ,Grandland || ﺪﻧﻻ ﺪﻧﺍﺮﺟ,2019,45000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻕﺭﺯﺃ,ﻦﻳﺰﻨﺑ,1475000,2025-03-30
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Verna || ﺎﻧﺮﻴﻓ,2015,165000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺰﻴﺠﻟﺍ,ﻖﻣﺎﻏ ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,450000,2025-03-30
Chery || ﻯﺮﻴﺷ,Envy || ﻰﻔﻧﺍ,2017,230000,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﺑﺎﺒﻣﺇ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,350000,2025-03-30
Skoda || ﺍﺩﻮﻜﺳ,A8 || Octavia A8 ﺎﻴﻓﺎﺘﻛﻭﺍ,2021,68000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﻲﻟﻭﺮﺘﺑ,ﻦﻳﺰﻨﺑ,1850000,2025-03-30
Nissan || ﻥﺎﺴﻴﻧ,Sentra || ﺍﺮﺘﻨﺳ,2022,120000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻕﻭﺮﺸﻟﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,800000,2025-03-30
Jac || ﻙﺎﺟ,S2,2022,120000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻕﻭﺮﺸﻟﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,445000,2025-03-30
Porsche || ﺵﺭﻮﺑ,Taycan || ﻥﺎﻜﻳﺎﺗ,2021,26000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,5200000,2025-03-30
Daihatsu || ﻮﺴﺗﺎﻬﻳﺍﺩ,Materia || ﺎﻳﺮﻴﺗﺎﻣ,2007,112000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻁﺎﻴﻣﺩ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,445000,2025-03-30
Ford || ﺩﺭﻮﻓ,Focus || ﺲﻛﻮﻓ,2017,150000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,575000,2025-03-30
Fiat || ﺕﺎﻴﻓ,Siena || ﺎﻨﻴﺳ,2002,250000,ﻝﺍﻮﻴﻧﺎﻣ,ﻕﻭﺮﺸﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,150000,2025-03-30
MG || ﻰﺟ ﻡﺍ,ZS,2024,10000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,‎ﺲﻳﻮﺴﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,990000,2025-03-30
Kia || ﺎﻴﻛ,Picanto || ﻮﺘﻧﺎﻜﻴﺑ,2011,280000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻯﺩﺎﻌﻤﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,420000,2025-03-30
Citroën || ﻦﻳﻭﺮﺘﻴﺳ,C Elysee || ﻪﻳﺰﻴﻟﺍ ﻲﺳ,2021,60000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻰﺘﻨﻳﺪﻣ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,695000,2025-03-30
Skoda || ﺍﺩﻮﻜﺳ,A5 || Octavia A5 ﺎﻴﻓﺎﺘﻛﻭﺍ,2010,90000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,775000,2025-03-30
Renault || ﻮﻨﻳﺭ,Megane || ﻥﺎﺠﻴﻣ,2023,15000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻡﺍﺮﻫﻻﺍ ﻖﺋﺍﺪﺣ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1300000,2025-03-30
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Cruze || ﺯﻭﺮﻛ,2016,170000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,560000,2025-03-30
Kia || ﺎﻴﻛ,Grand Cerato || ﻮﺗﺍﺮﻴﺳ ﺪﻧﺍﺮﺟ,2022,78000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺰﻴﺠﻟﺍ,ﺎﻛﻮﻣ,ﻦﻳﺰﻨﺑ,1120000,2025-03-30
Fiat || ﺕﺎﻴﻓ,Siena || ﺎﻨﻴﺳ,2002,200000,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﻴﻠﻴﻋﺎﻤﺳﻹﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,150000,2025-03-30
Opel || ﻞﺑﻭﺍ,Insignia || ﺎﻴﻨﺠﻴﺴﻧﺃ,2002,200000,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﻴﻠﻴﻋﺎﻤﺳﻹﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,900000,2025-03-30
Byd || ﻯﺩ ﻯﺍﻭ ﻰﺑ,F3,2008,160000,ﻝﺍﻮﻴﻧﺎﻣ,‎ﻒﻳﻮﺳ ﻲﻨﺑ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,220000,2025-03-30
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Accent || ﺖﻨﺴﻛﺍ,1998,190000,ﻝﺍﻮﻴﻧﺎﻣ,ﻡﻼﺴﻟﺍ ﻪﻨﻳﺪﻣ,ﻦﻛﺍﺪﻟﺍ ﻕﺭﺯﻷﺍ,ﻦﻳﺰﻨﺑ,170000,2025-03-30
Renault || ﻮﻨﻳﺭ,Clio || ﻮﻴﻠﻛ,2002,222058,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺮﻫﺎﻘﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,175000,2025-03-30
Brilliance || ﺲﻧﺎﻴﻠﻳﺮﺑ,V5,2015,315000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺲﻤﺷ ﻦﻴﻋ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,570000,2025-03-30
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Tucson || ﻥﺎﺳﻮﺗ,2021,135000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻡﺮﻬﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,1500000,2025-03-30
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Matrix || ﺲﻜﻳﺮﺗﺎﻣ,2005,136000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺲﻤﺷ ﻦﻴﻋ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,420000,2025-03-30
Chery || ﻯﺮﻴﺷ,Tiggo || ﻮﺠﻴﺗ,2019,117000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,580000,2025-03-30
Skoda || ﺍﺩﻮﻜﺳ,A4 || Octavia A4 ﺎﻴﻓﺎﺘﻛﻭﺍ,1998,396000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺭﻮﻬﻨﻣﺩ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,360000,2025-03-30
Skoda || ﺍﺩﻮﻜﺳ,Kodiaq || ﻙﺎﻳﺩﻮﻛ,1998,396000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺭﻮﻬﻨﻣﺩ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,3200000,2025-03-30
Mercedes || ﺱﺪﻴﺳﺮﻣ,C 300,1998,396000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺭﻮﻬﻨﻣﺩ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,3650000,2025-03-30
Mazda || ﺍﺩﺯﺎﻣ,3 || Mazda 3,2008,260000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻴﻠﻴﻋﺎﻤﺳﻹﺍ,ﻲﻟﻭﺮﺘﺑ,ﻦﻳﺰﻨﺑ,470000,2025-03-30
MG || ﻰﺟ ﻡﺍ,6,2021,130000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺝﺮﻤﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,630000,2025-03-30
Geely || ﻲﻠﻴﺟ,X7 || Emgrand X7 ﺪﻧﺍﺮﺠﻣﺍ,2019,180000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,650000,2025-03-30
Daewoo || ﻮﻳﺍﺩ,Lanos || ﺱﻮﻧﻻ,2001,165000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻴﻗﺮﺸﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,275000,2025-03-30
Fiat || ﺕﺎﻴﻓ,Uno || ﻮﻧﻭﺍ,2000,105300,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,150000,2025-03-30
Peugeot || ﻮﺠﻴﺑ,3008,2021,110000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻕﺭﺯﺃ,ﻦﻳﺰﻨﺑ,1450000,2025-03-30
Kia || ﺎﻴﻛ,Sportage || ﺝﺎﺗﺭﻮﺒﺳ,2021,100000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,1560000,2025-03-30
Kia || ﺎﻴﻛ,Xceed || ﺪﻴﺴﻛﺍ,2022,59000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1350000,2025-03-30
Kia || ﺎﻴﻛ,Xceed || ﺪﻴﺴﻛﺍ,2022,35000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺢﻤﻘﻟﺍ ﺎﻴﻨﻣ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1170000,2025-03-30
Opel || ﻞﺑﻭﺍ,Astra || ﺍﺮﺘﺳﺃ,2015,155000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,‎ﺲﻳﻮﺴﻟﺍ,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,630000,2025-03-30
Peugeot || ﻮﺠﻴﺑ,3008,2022,95000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻡﺍﺮﻫﻻﺍ ﻖﺋﺍﺪﺣ,ﻲﻨﺑ,ﻦﻳﺰﻨﺑ,1550000,2025-03-30
Mitsubishi || ﻲﺸﻴﺑﻮﺴﺘﻴﻣ,Lancer Crystala || ﺔﻟﺎﺘﺳﺮﻛ ﺮﺴﻧﻻ,1998,208259,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻖﻣﺎﻏ ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,350000,2025-03-30
Renault || ﻮﻨﻳﺭ,Logan || ﻥﺎﺟﻮﻟ,2015,195000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺮﻫﺎﻘﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,350000,2025-03-30
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Elantra MD || ﻯﺩ ﻡﺍ ﺍﺮﺘﻨﻟﺇ,2012,182985,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺱﻮﻗﺎﻓ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,600000,2025-03-30
Renault || ﻮﻨﻳﺭ,Clio || ﻮﻴﻠﻛ,2005,300000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,220000,2025-03-30
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Accent || ﺖﻨﺴﻛﺍ,2013,155000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺦﻴﺸﻟﺍ ﺮﻔﻛ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,515000,2025-03-30
Mercedes || ﺱﺪﻴﺳﺮﻣ,GLA 200,2013,155000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺦﻴﺸﻟﺍ ﺮﻔﻛ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,3300000,2025-03-30
Kia || ﺎﻴﻛ,Sportage || ﺝﺎﺗﺭﻮﺒﺳ,2025,3826,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,‎ﺎﻴﻨﻤﻟﺍ,ﻦﻛﺍﺪﻟﺍ ﻕﺭﺯﻷﺍ,ﻦﻳﺰﻨﺑ,1950000,2025-03-30
Opel || ﻞﺑﻭﺍ,Vectra || ﺍﺮﺘﻜﻴﻓ,2007,225000,ﻝﺍﻮﻴﻧﺎﻣ,ﻰﻗﺪﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,425000,2025-03-30
Citroën || ﻦﻳﻭﺮﺘﻴﺳ,C3,2022,78000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻰﺘﻨﻳﺪﻣ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,850000,2025-03-29
Fiat || ﺕﺎﻴﻓ,Tipo || ﻮﺒﻴﺗ,2020,88000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,800000,2025-03-29
Renault || ﻮﻨﻳﺭ,Megane || ﻥﺎﺠﻴﻣ,2006,220000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻡﺮﻬﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,350000,2025-03-29
Skoda || ﺍﺩﻮﻜﺳ,Kodiaq || ﻙﺎﻳﺩﻮﻛ,2022,80000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻖﻳﺯﺎﻗﺰﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,2250000,2025-03-29
Jetour || ﺭﻮﺘﻴﺟ,X90 Plus || ﺲﻠﺑ 90 ﺲﻛﺍ,2023,25875,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺎﻬﻨﺑ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,1690000,2025-03-29
Kia || ﺎﻴﻛ,Carens || ﺰﻨﻳﺭﺎﻛ,2023,31421,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺎﻬﻨﺑ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,750000,2025-03-29
Kia || ﺎﻴﻛ,Xceed || ﺪﻴﺴﻛﺍ,2023,31421,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺎﻬﻨﺑ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,1330000,2025-03-29
Nissan || ﻥﺎﺴﻴﻧ,Sunny || ﻰﻨﺻ,2001,350000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺥﻮﻃ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,290000,2025-03-29
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Tucson || ﻥﺎﺳﻮﺗ,2021,100000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻖﻣﺎﻏ ﺮﻀﺧﺍ,ﻦﻳﺰﻨﺑ,1700000,2025-03-29
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Captiva || ﺎﻔﻴﺘﺑﺎﻛ,2021,100000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻡﺍﺮﻫﻻﺍ ﻖﺋﺍﺪﺣ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,950000,2025-03-29
Skoda || ﺍﺩﻮﻜﺳ,A8 || Octavia A8 ﺎﻴﻓﺎﺘﻛﻭﺍ,2024,23500,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺪﻳﺍﺯ ﺦﻴﺸﻟﺍ ﺔﻨﻳﺪﻣ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,1830000,2025-03-29
Mercedes || ﺱﺪﻴﺳﺮﻣ,C 180,2009,44600,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺮﺼﻣ,ﻱﺰﻧﻭﺮﺑ,ﻦﻳﺰﻨﺑ,1450000,2025-03-29
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Cruze || ﺯﻭﺮﻛ,2016,100000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺪﻳﺍﺯ ﺦﻴﺸﻟﺍ ﺔﻨﻳﺪﻣ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,650000,2025-03-29
Renault || ﻮﻨﻳﺭ,Duster || ﺮﺘﺳﺍﺩ,2020,90000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺭﻮﺒﻌﻟﺍ,ﻲﺒﻫﺫ,ﻦﻳﺰﻨﺑ,850000,2025-03-29
Geely || ﻲﻠﻴﺟ,Ck,2009,340245,ﻝﺍﻮﻴﻧﺎﻣ,ﻥﺎﻀﻣﺭ ﻦﻣ ﺮﺷﺎﻌﻟﺍ,ﻰﻟﺎﻘﺗﺮﺑ,ﻦﻳﺰﻨﺑ,115000,2025-03-29
Soueast || ﺖﺴﻳﺍﻭﺎﺳ,DX8S Coupe,2023,39000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,1050000,2025-03-29
Volkswagen || ﻦﻏﺎﻓ ﺲﻜﻟﻮﻓ,Tiguan || ﻥﻮﺠﻴﺗ,2021,80000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1800000,2025-03-29
Suzuki || ﻰﻛﻭﺯﻮﺳ,Maruti || ﻰﺗﻭﺭﺎﻣ,2010,58000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﺒﻫﺫ,ﻦﻳﺰﻨﺑ,120000,2025-03-29
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Tucson || ﻥﺎﺳﻮﺗ,2010,58000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﺒﻫﺫ,ﻦﻳﺰﻨﺑ,1300000,2025-03-29
Daewoo || ﻮﻳﺍﺩ,Nubira 2 || 2 ﺍﺮﻴﺑﻮﻧ,2007,244000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,‎‎ﺔﻴﺑﻮﻴﻠﻘﻟﺍ,ﻦﻛﺍﺪﻟﺍ ﻕﺭﺯﻷﺍ,ﻦﻳﺰﻨﺑ,280000,2025-03-29
Chery || ﻯﺮﻴﺷ,Tiggo 3 || 3 ﻮﺠﻴﺗ,2022,90000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻖﻣﺎﻏ ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,690000,2025-03-29
Jac || ﻙﺎﺟ,J7,2022,90000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻖﻣﺎﻏ ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,720000,2025-03-29
Kia || ﺎﻴﻛ,Sportage || ﺝﺎﺗﺭﻮﺒﺳ,2020,100000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻦﻴﺳﺪﻨﻬﻤﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1480000,2025-03-29
Skoda || ﺍﺩﻮﻜﺳ,Superb || ﺏﺮﻴﺑﻮﺳ,2021,100000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻦﻳﻭﻼﺒﻨﺴﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,1850000,2025-03-29
Speranza || ﺍﺰﻧﺍﺮﻴﺒﺳﺍ,A516,2011,188084,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺮﻫﺎﻘﻟﺍ,ﻕﺭﺯﺃ,ﻦﻳﺰﻨﺑ,220000,2025-03-29
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Verna || ﺎﻧﺮﻴﻓ,2012,430000,ﻝﺍﻮﻴﻧﺎﻣ,ﺲﻴﺒﻠﺑ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,250000,2025-03-29
Skoda || ﺍﺩﻮﻜﺳ,A7 || Octavia A7 ﺎﻴﻓﺎﺘﻛﻭﺍ,2014,226000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻲﺒﻫﺫ,ﻦﻳﺰﻨﺑ,900000,2025-03-29
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Captiva || ﺎﻔﻴﺘﺑﺎﻛ,2020,57000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1050000,2025-03-29
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Lanos || ﺱﻮﻧﻻ,2015,133000,ﻝﺍﻮﻴﻧﺎﻣ,ﻕﺍﺭﻮﻟﺍ,ﻲﻟﻭﺮﺘﺑ,ﻦﻳﺰﻨﺑ,340000,2025-03-29
Peugeot || ﻮﺠﻴﺑ,301,2022,100000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,700000,2025-03-29
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Elantra AD || ﻯﺩ ﻯﺍ ﺍﺮﺘﻨﻟﺇ,2019,125000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻰﻗﺪﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,810000,2025-03-29
Volkswagen || ﻦﻏﺎﻓ ﺲﻜﻟﻮﻓ,Golf 6 || 6 ﻒﻟﻮﺟ,2012,200000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺏﺭﺎﻏ ﺱﺃﺭ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,750000,2025-03-29
Peugeot || ﻮﺠﻴﺑ,208,2015,190000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻕﺭﺯﺃ,ﻦﻳﺰﻨﺑ,600000,2025-03-29
MG || ﻰﺟ ﻡﺍ,Rx5 || 5 ﺲﻛﺍ ﺭﺍ,2020,42000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,1800000,2025-03-29
Suzuki || ﻰﻛﻭﺯﻮﺳ,Grand vitara || ﺍﺭﺎﺘﻴﻓ ﺪﻧﺍﺮﺟ,2020,42000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,375000,2025-03-29
Seat || ﺕﺎﻴﺳ,Leon || ﻥﻮﻴﻟ,2020,115000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻡﺍﺮﻫﻻﺍ ﻖﺋﺍﺪﺣ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,1150000,2025-03-29
Mercedes || ﺱﺪﻴﺳﺮﻣ,C 200,2013,222000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻗﺩﺮﻐﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,1500000,2025-03-29
Mercedes || ﺱﺪﻴﺳﺮﻣ,A 200,2020,122000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻴﻣﺎﻄﻘﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,1950000,2025-03-29
Volkswagen || ﻦﻏﺎﻓ ﺲﻜﻟﻮﻓ,Passat || ﺕﺎﺳﺎﺑ,1999,198000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻴﻠﻴﻋﺎﻤﺳﻹﺍ,ﺮﻀﺧﺃ,ﻦﻳﺰﻨﺑ,320000,2025-03-29
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Accent || ﺖﻨﺴﻛﺍ,2011,230000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺰﻴﺠﻟﺍ,ﻲﻟﻭﺮﺘﺑ,ﻦﻳﺰﻨﺑ,430000,2025-03-29
Peugeot || ﻮﺠﻴﺑ,3008,2020,147000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,1350000,2025-03-28
