Brand,Model,Year,Milage,Transmission,Location,Color,Fuel,Price,Post Date
Toyota || ﺎﺗﻮﻳﻮﺗ,Corolla || ﻻﻭﺭﻮﻛ,2010,200000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻡﻼﺴﻟﺍ ﻪﻨﻳﺪﻣ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,620000,2025-03-28
Geely || ﻲﻠﻴﺟ,Emgrand 7 || 7 ﺪﻧﺍﺮﺠﻣﺍ,2013,225000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,310000,2025-03-28
Chery || ﻯﺮﻴﺷ,Arrizo 5 || 5 ﻭﺰﻳﺭﺍ,2013,225000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,520000,2025-03-28
Chery || ﻯﺮﻴﺷ,Envy || ﻰﻔﻧﺍ,2017,205000,ﻝﺍﻮﻴﻧﺎﻣ,ﻡﺍﺮﻫﻻﺍ ﻖﺋﺍﺪﺣ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,340000,2025-03-28
Lada || ﺍﺩﻻ,Granta || ﺎﺘﻧﺍﺮﺟ,2016,273000,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,205000,2025-03-28
Mitsubishi || ﻲﺸﻴﺑﻮﺴﺘﻴﻣ,Lancer Puma || ﺔﻣﻮﺑ ﺮﺴﻧﻻ,2007,175000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻥﺍﻮﻠﺣ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,350000,2025-03-28
Renault || ﻮﻨﻳﺭ,Logan || ﻥﺎﺟﻮﻟ,2017,97000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,430000,2025-03-28
Mitsubishi || ﻲﺸﻴﺑﻮﺴﺘﻴﻣ,Eclipse Cross || ﺱﻭﺮﻛ ﺲﺒﻴﻠﻛﺍ,2017,97000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,1380000,2025-03-28
Fiat || ﺕﺎﻴﻓ,Tipo || ﻮﺒﻴﺗ,2017,97000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,900000,2025-03-28
Nissan || ﻥﺎﺴﻴﻧ,Sunny || ﻰﻨﺻ,2013,220000,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﻴﺑﺮﻐﻟﺍ,ﻖﻣﺎﻏ ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,400000,2025-03-28
Skoda || ﺍﺩﻮﻜﺳ,A7 || Octavia A7 ﺎﻴﻓﺎﺘﻛﻭﺍ,2016,160000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺰﻴﺠﻟﺍ,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,1150000,2025-03-28
Toyota || ﺎﺗﻮﻳﻮﺗ,Avanza || ﺍﺰﻧﺎﻓﺍ,2009,218000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻲﺒﻫﺫ,ﻦﻳﺰﻨﺑ,495000,2025-03-28
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Spark || ﻙﺭﺎﺒﺳ,2009,200000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺮﻫﺎﻘﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,215000,2025-03-28
Peugeot || ﻮﺠﻴﺑ,2008,2021,30000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺪﻳﺍﺯ ﺦﻴﺸﻟﺍ ﺔﻨﻳﺪﻣ,ﻕﺭﺯﺃ,ﻦﻳﺰﻨﺑ,1650000,2025-03-28
Citroën || ﻦﻳﻭﺮﺘﻴﺳ,c4 ﻮﺳﺎﻜﻴﺑ ﺪﻧﺍﺮﺟ || C4 Grand Picasso,2020,98000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻖﻣﺎﻏ ﺮﻀﺧﺍ,ﻦﻳﺰﻨﺑ,1150000,2025-03-28
Kia || ﺎﻴﻛ,Sportage || ﺝﺎﺗﺭﻮﺒﺳ,2023,60000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,1600000,2025-03-28
Daewoo || ﻮﻳﺍﺩ,Nubira 2 || 2 ﺍﺮﻴﺑﻮﻧ,2001,204000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻖﻳﺯﺎﻗﺰﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,285000,2025-03-28
Renault || ﻮﻨﻳﺭ,Logan || ﻥﺎﺟﻮﻟ,2014,75000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﺑﺎﺒﻣﺇ,ﻖﻣﺎﻏ ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,425000,2025-03-28
Lada || ﺍﺩﻻ,2107,2012,100000,ﻝﺍﻮﻴﻧﺎﻣ,ﻰﻤﺠﻌﻟﺍ,ﻯﻭﺎﻤﺳ,ﻦﻳﺰﻨﺑ,150000,2025-03-28
Toyota || ﺎﺗﻮﻳﻮﺗ,Yaris || ﺲﻳﺭﺎﻳ,2007,226000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺮﺼﻣ,ﺮﻀﺧﺃ,ﻦﻳﺰﻨﺑ,450000,2025-03-28
Isuzu || ﻭﺯﻮﺴﻳﺍ,D max || ﺲﻛﺎﻣ ﻯﺩ,2009,420000,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﻠﺤﻤﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,550000,2025-03-28
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Lanos || ﺱﻮﻧﻻ,2011,500000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺰﻴﺠﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,210000,2025-03-28
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Avante || ﻲﺘﻧﺎﻓﺍ,2007,114000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,‎ﺎﻴﻨﻤﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,650000,2025-03-28
Speranza || ﺍﺰﻧﺍﺮﻴﺒﺳﺍ,A516,2008,250000,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,220000,2025-03-28
Chery || ﻯﺮﻴﺷ,Tiggo 7 || 7 ﻮﺠﻴﺗ,2022,65000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻯﺩﺎﻌﻤﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,830000,2025-03-28
Kia || ﺎﻴﻛ,Sportage || ﺝﺎﺗﺭﻮﺒﺳ,2020,65000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,1680000,2025-03-28
Speranza || ﺍﺰﻧﺍﺮﻴﺒﺳﺍ,A620,2013,126000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺍﺮﺒﺷ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,360000,2025-03-28
Daewoo || ﻮﻳﺍﺩ,Nubira 2 || 2 ﺍﺮﻴﺑﻮﻧ,2001,200000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,‎ﺎﻴﻨﻤﻟﺍ,ﻲﺒﻫﺫ,ﻦﻳﺰﻨﺑ,240000,2025-03-28
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Cruze || ﺯﻭﺮﻛ,2001,200000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,‎ﺎﻴﻨﻤﻟﺍ,ﻲﺒﻫﺫ,ﻦﻳﺰﻨﺑ,325000,2025-03-28
Proton || ﻥﻮﺗﻭﺮﺑ,Gen 2 || 2 ﻦﻴﺟ,2008,270000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,400000,2025-03-28
Isuzu || ﻭﺯﻮﺴﻳﺍ,D max || ﺲﻛﺎﻣ ﻯﺩ,2023,75000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻰﺘﻓﺯ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,1900000,2025-03-28
BMW || ﻮﻴﻠﺑﺩ ﻡﺍ ﻲﺑ,318,2009,240000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,700000,2025-03-28
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Verna || ﺎﻧﺮﻴﻓ,2014,65000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,470000,2025-03-28
Skoda || ﺍﺩﻮﻜﺳ,Scala || ﻻﺎﻜﺳ,2014,65000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,1430000,2025-03-28
Renault || ﻮﻨﻳﺭ,Logan || ﻥﺎﺟﻮﻟ,2011,191000,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﺑﺎﺒﻣﺇ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,310000,2025-03-28
Mitsubishi || ﻲﺸﻴﺑﻮﺴﺘﻴﻣ,Pajero || ﻭﺮﻴﺟﺎﺑ,2014,215246,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1950000,2025-03-28
Kia || ﺎﻴﻛ,Carens || ﺰﻨﻳﺭﺎﻛ,2013,120000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺎﻛﻮﻣ,ﻦﻳﺰﻨﺑ,700000,2025-03-28
Citroën || ﻦﻳﻭﺮﺘﻴﺳ,C5 ﺱﻭﺮﻛ ﺮﻳﺍ || C5 Aircross,2022,76000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,1350000,2025-03-28
Opel || ﻞﺑﻭﺍ,Astra || ﺍﺮﺘﺳﺃ,2022,76000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,750000,2025-03-28
Opel || ﻞﺑﻭﺍ,Astra || ﺍﺮﺘﺳﺃ,2022,76000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,365000,2025-03-28
Byd || ﻯﺩ ﻯﺍﻭ ﻰﺑ,F3,2022,76000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,600000,2025-03-28
Renault || ﻮﻨﻳﺭ,Clio || ﻮﻴﻠﻛ,2001,223537,ﻝﺍﻮﻴﻧﺎﻣ,ﺭﻮﺒﻌﻟﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,160000,2025-03-28
Renault || ﻮﻨﻳﺭ,Fluence || ﺲﻧﺍﻮﻠﻓ,2015,166000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺑﻮﺘﻛﺃ 6,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,550000,2025-03-28
Toyota || ﺎﺗﻮﻳﻮﺗ,Corolla || ﻻﻭﺭﻮﻛ,2022,70000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,1200000,2025-03-28
Jeep || ﺐﻴﺟ,Cherokee || ﻲﻛﻭﺮﻴﺷ,2012,290000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,970000,2025-03-28
Skoda || ﺍﺩﻮﻜﺳ,A8 || Octavia A8 ﺎﻴﻓﺎﺘﻛﻭﺍ,2021,150000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻡﻮﻜﻟﺍ ﻦﻴﺒﺷ,ﻲﻟﻭﺮﺘﺑ,ﻦﻳﺰﻨﺑ,1350000,2025-03-28
Daewoo || ﻮﻳﺍﺩ,Lanos || ﺱﻮﻧﻻ,2004,200000,ﻝﺍﻮﻴﻧﺎﻣ,ﺺﻤﺣ ﻮﺑﺃ,ﻦﻛﺍﺪﻟﺍ ﻕﺭﺯﻷﺍ,ﻦﻳﺰﻨﺑ,270000,2025-03-28
Opel || ﻞﺑﻭﺍ,Astra || ﺍﺮﺘﺳﺃ,2015,250000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻰﺘﻨﻳﺪﻣ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,625000,2025-03-28
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Optra || ﺍﺮﺘﺑﻭﺃ,2018,284000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻯﺩﺎﻌﻤﻟﺍ,ﻦﻛﺍﺪﻟﺍ ﻕﺭﺯﻷﺍ,ﻦﻳﺰﻨﺑ,480000,2025-03-28
BMW || ﻮﻴﻠﺑﺩ ﻡﺍ ﻲﺑ,320,2010,280000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,850000,2025-03-28
Opel || ﻞﺑﻭﺍ,Vectra || ﺍﺮﺘﻜﻴﻓ,2003,300000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺮﻫﺎﻘﻟﺍ,ﻱﺩﺎﻣﺭ,ﻦﻳﺰﻨﺑ,320000,2025-03-28
Kia || ﺎﻴﻛ,K3,2023,84000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻦﻛﺍﺪﻟﺍ ﻕﺭﺯﻷﺍ,ﻦﻳﺰﻨﺑ,1250000,2025-03-28
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Excel || ﻞﻴﺴﻛﺍ,1994,280000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺰﻴﺠﻟﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,110000,2025-03-28
Volkswagen || ﻦﻏﺎﻓ ﺲﻜﻟﻮﻓ,Passat || ﺕﺎﺳﺎﺑ,2008,400000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,680000,2025-03-28
Brilliance || ﺲﻧﺎﻴﻠﻳﺮﺑ,V5,2015,280000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺰﻴﺠﻟﺍ,ﻲﻨﺑ,ﻦﻳﺰﻨﺑ,600000,2025-03-28
Skoda || ﺍﺩﻮﻜﺳ,Kamiq || ﻚﻴﻣﺎﻛ,2022,52000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,1500000,2025-03-28
Nissan || ﻥﺎﺴﻴﻧ,XTrail || ﻞﻳﺮﺗ ﺲﻛﺍ,2007,196000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﻲﺒﻫﺫ,ﻦﻳﺰﻨﺑ,570000,2025-03-27
Mitsubishi || ﻲﺸﻴﺑﻮﺴﺘﻴﻣ,Attrage || ﺝﺍﺮﺗﺍ,2007,196000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﻲﺒﻫﺫ,ﻦﻳﺰﻨﺑ,455000,2025-03-27
Mitsubishi || ﻲﺸﻴﺑﻮﺴﺘﻴﻣ,Pajero || ﻭﺮﻴﺟﺎﺑ,2008,285000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻡﺮﻬﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1150000,2025-03-27
MG || ﻰﺟ ﻡﺍ,ZS,2020,210000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻥﺍﻮﻠﺣ,ﻕﺭﺯﺃ,ﻦﻳﺰﻨﺑ,750000,2025-03-27
Skoda || ﺍﺩﻮﻜﺳ,A7 || Octavia A7 ﺎﻴﻓﺎﺘﻛﻭﺍ,2018,225000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻯﺩﺎﻌﻤﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1050000,2025-03-27
Mercedes || ﺱﺪﻴﺳﺮﻣ,EQA,2023,38136,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﺎﻛﻮﻣ,ﻦﻳﺰﻨﺑ,2300000,2025-03-27
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Lanos || ﺱﻮﻧﻻ,2013,80000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺮﻫﺎﻘﻟﺍ,ﻕﺭﺯﺃ,ﻦﻳﺰﻨﺑ,295000,2025-03-27
Kia || ﺎﻴﻛ,Picanto || ﻮﺘﻧﺎﻜﻴﺑ,2006,130000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﻲﺒﻫﺫ,ﻦﻳﺰﻨﺑ,380000,2025-03-27
Peugeot || ﻮﺠﻴﺑ,301,2014,280000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻁﻮﻴﺳﺃ,ﻲﻟﻭﺮﺘﺑ,ﻦﻳﺰﻨﺑ,440000,2025-03-27
Ford || ﺩﺭﻮﻓ,Focus || ﺲﻛﻮﻓ,2014,181000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,650000,2025-03-27
Byd || ﻯﺩ ﻯﺍﻭ ﻰﺑ,F3,2023,110000,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺮﻫﺎﻘﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,495000,2025-03-27
Lada || ﺍﺩﻻ,2107,1994,163019,ﻝﺍﻮﻴﻧﺎﻣ,ﺓﺮﻴﺤﺒﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,245734,2025-03-27
MG || ﻰﺟ ﻡﺍ,ZS,2023,60000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺮﻤﺣﺍ,ﻦﻳﺰﻨﺑ,940000,2025-03-27
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,Aveo || ﻮﻴﻓﺍ,2020,95000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,520000,2025-03-27
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Tucson || ﻥﺎﺳﻮﺗ,2022,40000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺪﻴﻌﺳﺭﻮﺑ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1840000,2025-03-27
Renault || ﻮﻨﻳﺭ,Megane || ﻥﺎﺠﻴﻣ,2022,40000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺪﻴﻌﺳﺭﻮﺑ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,295000,2025-03-27
Toyota || ﺎﺗﻮﻳﻮﺗ,Rush || ﺵﺭ,2021,30912,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,1400000,2025-03-27
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,RB || Accent RB ﺖﻨﺴﻛﺍ,2015,190000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,600000,2025-03-27
Hyundai || ﻱﺍﺪﻧﻮﻴﻫ,Verna || ﺎﻧﺮﻴﻓ,2015,450000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,‎ﺲﻳﻮﺴﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,380000,2025-03-27
Citroën || ﻦﻳﻭﺮﺘﻴﺳ,C5,2021,200000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,‎‎ﺔﻴﺑﻮﻴﻠﻘﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,1350000,2025-03-27
Nissan || ﻥﺎﺴﻴﻧ,Pick up || ﺏﺍ ﻚﻴﺑ,2006,205197,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﻴﻗﺮﺸﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,270000,2025-03-27
BMW || ﻮﻴﻠﺑﺩ ﻡﺍ ﻲﺑ,520,2013,62000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻯﺩﺎﻌﻤﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,1500000,2025-03-27
Skoda || ﺍﺩﻮﻜﺳ,Kodiaq || ﻙﺎﻳﺩﻮﻛ,2025,2025,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,3400000,2025-03-27
Speranza || ﺍﺰﻧﺍﺮﻴﺒﺳﺍ,A620,2007,200000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﻕﺭﺯﺃ,ﻦﻳﺰﻨﺑ,225000,2025-03-27
Chevrolet || ﻪﻴﻟﻭﺮﻔﻴﺷ,N300,2007,200000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺮﺼﻧ ﺔﻨﻳﺪﻣ,ﻕﺭﺯﺃ,ﻦﻳﺰﻨﺑ,340000,2025-03-27
Citroën || ﻦﻳﻭﺮﺘﻴﺳ,Ax,1996,350000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻦﻴﺳﺪﻨﻬﻤﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,760410,2025-03-27
Toyota || ﺎﺗﻮﻳﻮﺗ,Rush || ﺵﺭ,1996,350000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻦﻴﺳﺪﻨﻬﻤﻟﺍ,ﺾﻴﺑﺃ,ﻦﻳﺰﻨﺑ,1250000,2025-03-27
MG || ﻰﺟ ﻡﺍ,5,2020,95000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺔﻴﻠﻴﻋﺎﻤﺳﻹﺍ,ﻕﺭﺯﺃ,ﻦﻳﺰﻨﺑ,655000,2025-03-27
Skoda || ﺍﺩﻮﻜﺳ,Kodiaq || ﻙﺎﻳﺩﻮﻛ,2023,11000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺪﻳﺪﺠﻟﺍ ﺓﺮﻫﺎﻘﻟﺍ - ﻊﻤﺠﺘﻟﺍ,ﺩﻮﺳﺃ,ﻦﻳﺰﻨﺑ,2999999,2025-03-27
Nissan || ﻥﺎﺴﻴﻧ,Sunny || ﻰﻨﺻ,1998,250000,ﻝﺍﻮﻴﻧﺎﻣ,ﺎﻄﻨﻃ,ﻖﻣﺎﻏ ﺮﻀﺧﺍ,ﻦﻳﺰﻨﺑ,235000,2025-03-27
Renault || ﻮﻨﻳﺭ,Logan || ﻥﺎﺟﻮﻟ,2014,285000,ﻝﺍﻮﻴﻧﺎﻣ,ﺔﻳﺭﺪﻨﻜﺳﻹﺍ,ﻲﻧﺍﺮﻴﻓ,ﻦﻳﺰﻨﺑ,280000,2025-03-27
BMW || ﻮﻴﻠﺑﺩ ﻡﺍ ﻲﺑ,X3,2019,192000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﺓﺮﻫﺎﻘﻟﺍ,ﻦﻛﺍﺪﻟﺍ ﻕﺭﺯﻷﺍ,ﻦﻳﺰﻨﺑ,2250000,2025-03-27
Mitsubishi || ﻲﺸﻴﺑﻮﺴﺘﻴﻣ,Lancer EX Shark || ﻙﺭﺎﺷ ﺲﻛﺍ ﻯﺍ ﺮﺴﻧﻻ,2015,170000,‎ﻚﻴﺗﺎﻣﻮﺗﺃ,ﻦﻴﺳﺪﻨﻬﻤﻟﺍ,ﻲﻀﻓ,ﻦﻳﺰﻨﺑ,600000,2025-03-27
